order_id,customer_id,order_total,order_status,payment_method,shipping_address,created_at,updated_at
dbdf06ad-c4a8-4e68-b132-f46bb76f0672,db8c375f-f8f6-498d-8994-88d33bb53ab5,551.42,delivered,cash_on_delivery,"482 Villanueva Plaza
Whitemouth, SD 36374",2024-12-22 02:47:18,2025-01-02 02:47:18
4966bafa-ca93-4cad-a660-85c6e2f4526b,3f4ff2e0-ff56-4f09-87f9-56be2c1c60d1,959.28,shipped,cash_on_delivery,"88252 Hooper Run Suite 427
Timothyview, NH 30993",2024-07-01 12:15:59,2024-07-14 12:15:59
12c1ded3-4712-49e7-b542-2451f28b95d5,97f149a0-afd1-4aca-bd5d-efdb9cd78ebb,79.25,shipped,debit_card,"1479 Williams Fort
Dennisborough, UT 82144",2024-07-07 01:58:54,2024-07-27 01:58:54
1a67be76-ed38-44f3-aaa7-5bc5387680d5,3c9fd82d-7ec9-4c1d-b345-32b70faa9db6,163.19,delivered,cash_on_delivery,"778 Becky Curve
North Ericmouth, AL 56677",2024-08-01 19:19:02,2024-08-26 19:19:02
f9c43464-9d0f-4101-b237-10c6e86a4fc5,dd5aa5c5-480c-4751-9ac6-1cefeadbb058,188.54,pending,cash_on_delivery,"280 Riley Pike
Acevedoborough, GU 78635",2024-12-19 07:13:25,2024-12-26 07:13:25
881392c9-3277-43ee-90da-02162386ab1d,3d2e7075-5280-4f40-8af7-dec8a005177e,541.73,delivered,credit_card,"546 Bryant Key Apt. 770
Port Wesley, TN 23625",2025-02-25 23:26:36,2025-03-23 23:26:36
6968f454-db08-4241-a988-a77261fe701a,373d8fad-8543-4b99-87fb-c045f7197800,522.84,delivered,cash_on_delivery,"287 English Hollow Apt. 571
South Dawn, MT 50026",2024-09-02 03:27:35,2024-09-22 03:27:35
a91dbf70-9f55-44dc-baa7-37160bbac68a,b0d42844-d465-494d-ae42-91f552a5adce,271.14,shipped,cash_on_delivery,"89258 Roberts Drive Apt. 789
South Jenniferview, ME 69650",2025-01-07 14:33:35,2025-01-09 14:33:35
2164452c-4b7a-4068-be1c-52552e4fc58f,625ca463-ae21-4f72-9fba-a41adbaafd0f,474.29,delivered,credit_card,"Unit 7577 Box 9261
DPO AA 61439",2024-11-24 11:43:28,2024-12-04 11:43:28
a76621fd-9d27-4a45-b405-1555dcb3757b,95c4819c-84a6-4391-b417-262ed32eda2a,402.05,pending,debit_card,"PSC 2795, Box 6115
APO AP 90290",2025-01-12 10:15:59,2025-01-21 10:15:59
a53e3f8e-efac-4f01-9c21-9199a0bfe2af,a60a26db-a335-44ac-bede-64d4fb07db72,128.67,delivered,cash_on_delivery,"710 Dennis Freeway
Fischerbury, VT 40454",2024-07-08 10:24:25,2024-07-09 10:24:25
a598290b-579c-461f-b9f9-916ad8ccd5af,d3ab3e01-f507-47bb-a257-e8212ecb0957,395.41,shipped,credit_card,"3136 Miguel Mission
Micheleborough, DC 94313",2024-10-04 00:22:06,2024-10-28 00:22:06
5a386ffb-498f-4ed6-a7e4-8fc44b754cf5,f148989e-c30f-4f1a-b1ee-ced571984fe7,914.2,shipped,cash_on_delivery,"PSC 3842, Box 5461
APO AP 59342",2025-04-07 01:37:50,2025-04-30 01:37:50
6fd1af67-a832-4cc6-b302-cade7d2f88cc,2d95377e-b614-4d8b-b7f9-a5e9165a4747,100.38,delivered,paypal,"730 Chandler Crescent Apt. 755
West Jimmyfort, AK 96852",2025-03-09 23:34:11,2025-03-31 23:34:11
af4b6f85-4d9e-4ef2-b004-5ee99a3cba45,ec2f0b19-98e1-4bcd-9ad5-c4a5174dcdb3,132.73,delivered,cash_on_delivery,"8729 Mark Highway
Williamston, FL 48443",2024-11-15 09:35:43,2024-12-09 09:35:43
1642850f-8f90-4b27-8a82-a2e2d82c0fe4,c6636206-8c7f-43b0-b489-ab6daca3cd88,24.74,shipped,paypal,"774 Krista Plaza Apt. 373
East Joy, WY 86786",2025-03-31 10:56:33,2025-04-07 10:56:33
b410c31a-b42d-4a49-94b8-009249febae8,e1e52fd9-b57d-4bc7-a85b-ad6575c5e115,421.1,delivered,credit_card,"195 Alexis Cliffs
Marshallville, RI 34129",2024-10-07 17:09:14,2024-10-21 17:09:14
a7e21d31-6c3e-44e7-b287-3b0bc4451677,a3a7e468-f41a-4f08-ac96-072f117d4106,518.76,pending,cash_on_delivery,"5648 Kimberly Lakes Apt. 030
Spencerview, FM 11598",2024-06-05 13:46:27,2024-06-30 13:46:27
ad0f4d3d-ccc7-4a1c-a11f-41975f2ea19f,d5b73ee5-d726-4041-95a7-86bf6d8e3799,266.03,pending,credit_card,"15567 James Drive Apt. 836
North Robert, WI 24769",2024-10-16 13:55:37,2024-10-20 13:55:37
1098a99e-f61d-47b9-8812-ea1dc6998181,9eca6255-b0b7-4a59-8f2e-3e281de6f224,361.45,pending,cash_on_delivery,"326 Donald Grove Apt. 370
Port Janetburgh, LA 24979",2024-05-28 23:37:44,2024-06-06 23:37:44
bd455728-cb60-4ce5-9fee-7cde632df580,0424527b-a23a-4049-a997-ef159b62eb79,290.62,shipped,debit_card,"5941 Cynthia Drives Apt. 181
South Kayla, NE 23716",2024-11-23 09:39:46,2024-12-15 09:39:46
ebcd276c-1c1c-4134-b057-146ef77b0a58,a4af40e6-b67b-4947-806c-e03e2759c804,889.33,delivered,debit_card,"250 Kimberly Harbor Suite 186
New Kim, AL 57332",2024-12-27 17:30:21,2025-01-25 17:30:21
f8d98278-5515-4835-93a4-a355176fbcf9,7bb78a7d-9d84-49bf-b55f-1fbcd316fd78,811.3,shipped,credit_card,"USS Jones
FPO AA 85540",2025-03-19 07:38:04,2025-03-28 07:38:04
0c26f108-a47b-4528-b9fc-871a8a78903a,41ab446d-5fa3-4644-ab05-22da4041a426,735.84,shipped,cash_on_delivery,"78636 Boone Dam
East Robert, PW 38143",2024-06-15 10:35:20,2024-07-12 10:35:20
37f923ce-3a62-4aed-8547-b72cbfcdfd9f,28efe66d-bfff-4ad9-b524-6fd05df6f532,841.38,shipped,paypal,"PSC 1703, Box 5802
APO AA 81881",2025-03-07 02:31:52,2025-03-24 02:31:52
c7f39a8d-ae6d-4a41-a490-4e7ecb7aee98,860abd7b-0990-443e-bc03-31d39fd1395d,75.93,delivered,paypal,"278 Brady Groves Apt. 806
Sanchezberg, AR 88926",2024-11-18 03:34:21,2024-12-07 03:34:21
287133ae-6554-404f-8801-7cf9705ef784,19f2b9b9-8522-4713-8e19-af2b0cab6f70,902.73,delivered,credit_card,"843 Davis Heights
West Blakefort, LA 34489",2025-02-01 22:28:06,2025-02-15 22:28:06
954f0b5a-00cd-42b0-b12b-4bc800f35cbd,93ea118b-a6b4-4cd3-ab14-890afa95d5e7,799.64,shipped,credit_card,"740 James Gardens
Ingramport, MO 72875",2025-03-02 10:25:04,2025-03-30 10:25:04
d0082856-8d76-4a76-a0a2-f100be5dc839,83a1c8c1-349a-4043-934f-a49c84d73e09,455.19,pending,credit_card,"3498 Tucker Track Suite 675
Mossbury, IN 80420",2024-05-22 19:51:59,2024-06-06 19:51:59
995aabf9-0465-4233-afd2-0cb308fbabff,c7154a48-9827-47f9-bcd5-db4739e54242,566.43,delivered,debit_card,"8675 Stewart Via
New Josephshire, RI 34051",2024-11-10 04:17:32,2024-11-29 04:17:32
14240783-d8c9-449f-8b33-bec64b97e708,48e1ca49-7484-4dd9-b31f-eb78c83b76f2,239.87,delivered,credit_card,"18349 Warren Villages
Port Jacqueline, WV 02455",2024-05-28 15:39:27,2024-06-22 15:39:27
c87e46d7-3737-4b04-84c1-b8926b094646,dd0f3b9b-4493-47c8-a001-3b5c5eaf3963,564.66,pending,paypal,"3074 Garcia Summit Apt. 956
North Luis, SD 53648",2024-05-23 15:39:49,2024-05-31 15:39:49
78a3a930-0cbd-44cc-b2d7-bc358a7347ac,15861038-7980-49f6-805b-9b05cfe201b1,502.1,shipped,debit_card,"7387 Kenneth Squares
South Mark, TX 16067",2025-05-07 20:21:47,2025-05-09 20:21:47
bba6690e-aa82-4a75-bcc8-067b32f3b373,37ca19cb-2d3d-4c5c-ac7d-b0bb5defcfb1,652.01,shipped,cash_on_delivery,"24215 Ortiz Lane
East Markburgh, IA 59940",2024-10-31 21:15:48,2024-11-01 21:15:48
e7ec93d8-9d0f-433b-8438-9515649c8769,3fe2c248-09a5-4b74-a363-ad57646e0ece,334.56,delivered,credit_card,"65858 Andrea Shoals Apt. 262
Swansonview, MP 42411",2025-03-24 03:57:24,2025-04-14 03:57:24
e2efc896-4844-4f1b-8cbd-4e59b1616ccf,14de3a54-f482-4951-baf1-54e356ae0df3,301.96,pending,cash_on_delivery,"7229 Cooper Island Apt. 299
South Danielle, SD 96243",2024-08-24 06:43:43,2024-09-22 06:43:43
cfc6e128-906f-4872-a38c-472a656444ce,603416ba-8197-4909-a795-9b56a5e95920,493.59,delivered,paypal,"804 Stewart Stream Apt. 312
Lake Lori, MT 74588",2025-04-19 08:34:26,2025-04-30 08:34:26
24541f3b-f31e-423c-b9e0-285c5bf9365b,3cb10731-9618-424b-b5e9-f617628620cf,876.91,delivered,credit_card,"0298 Huff Skyway
Gregorystad, NE 31445",2025-04-10 21:28:52,2025-04-14 21:28:52
0d79d03d-f03c-412f-859b-1187dfc83ab7,a511ed4f-46c5-4b9c-9614-48ab9a08e930,407.09,shipped,debit_card,"3776 Norris Roads
Kelseyburgh, GA 11048",2024-12-03 17:21:42,2024-12-12 17:21:42
cb70f32d-fe3d-472e-a2ef-003b6458ce09,8002ba96-066d-442b-8278-fdcb3a11cdcc,336.55,delivered,debit_card,"8957 Sheena Isle
Sarahshire, TX 22320",2025-02-17 16:22:03,2025-02-23 16:22:03
13153967-8f36-44f2-939b-12f911c46091,c9cf207f-efcc-46b3-aefd-b26a2e89ee38,45.16,delivered,credit_card,"5671 Russell Freeway
North Edwardview, FL 32789",2024-07-23 07:13:39,2024-07-31 07:13:39
a2560748-f83d-4478-9183-2bee2bf99526,97641d23-96a2-40d8-83b7-6451744c0ef5,959.63,shipped,paypal,"078 Misty Ville
Gravesfurt, CO 54538",2024-10-14 06:12:57,2024-10-29 06:12:57
e5a9f2b0-a4ec-43bb-ae3c-7c3084204572,3f4ff2e0-ff56-4f09-87f9-56be2c1c60d1,789.03,delivered,cash_on_delivery,"646 Shawn Inlet Apt. 576
Morrowfurt, AK 79664",2024-07-11 20:49:17,2024-07-14 20:49:17
65ffabcb-e88e-420e-800c-271972e7032c,c2b69410-0a38-404d-ab92-3f357344f9e9,344.02,shipped,credit_card,"8274 Juarez Port
South Patrickmouth, GA 57717",2024-12-25 01:46:37,2025-01-09 01:46:37
a0542cdb-281b-4ab3-be2b-1d23554ad06f,419fa9e9-c8f3-4419-b55b-e80aafeffc5d,990.58,pending,credit_card,"904 Richard Trafficway Suite 160
East Anthony, MP 22223",2024-10-26 11:55:19,2024-11-21 11:55:19
2e7b68b6-b8c1-4dc9-b245-4b87b29a001d,95c4819c-84a6-4391-b417-262ed32eda2a,863.84,delivered,cash_on_delivery,"38492 Stevenson Falls
West Johnhaven, GU 44181",2025-04-04 14:02:40,2025-05-02 14:02:40
92af0ade-6337-4336-b202-025b2e1fbcb8,45ac4198-719a-4db3-8af2-b30a8198bb26,470.32,pending,credit_card,"39862 Baker Greens
Figueroafort, KS 34296",2024-09-05 16:28:27,2024-09-23 16:28:27
5d5e2da4-fc95-4cdd-a538-fca10b16e5e5,99928a63-cd9c-4229-9d7e-52d1959f0f5f,675.05,delivered,debit_card,"72413 Kathleen Route
Christinamouth, HI 25697",2024-08-17 06:35:39,2024-09-14 06:35:39
2de9fd66-088d-481a-b964-800e081d6f57,10ed52ef-abb3-480e-a105-91ec5ebe1411,51.51,pending,debit_card,"8130 Amanda Flats Suite 488
West Cameronborough, ND 79119",2025-05-20 22:07:00,2025-06-08 22:07:00
13f3e9d1-3ff3-4b44-bc9f-63f56db69804,1231702c-2eb0-4932-a75f-fb269bb2303a,775.37,pending,debit_card,"0385 Jackson Rest Suite 039
Lake David, WA 06138",2024-12-25 11:14:12,2025-01-19 11:14:12
5715653f-7fab-44d8-84bd-c8acd6611e8a,53423e6f-f1bc-40cb-897a-ad85f80b5146,111.97,pending,credit_card,"60140 Irwin Prairie
Haynesside, DC 57947",2024-12-15 01:15:23,2025-01-08 01:15:23
b0ce0506-9426-43a5-9bf0-ed6fe27e6167,c23bb7c3-2ed2-4b02-a00a-682396ed6120,952.58,shipped,paypal,"1397 Brown Forest
Kathleenport, MT 50455",2025-03-08 02:42:46,2025-03-23 02:42:46
7a8d6c23-3260-4986-a115-3574ba63b414,8ec0570d-3822-47ce-a24b-736a91491c3e,416.41,shipped,credit_card,"2863 Johnson Trail
Hunterfort, AZ 16279",2024-08-13 05:44:48,2024-08-26 05:44:48
57d23b35-c287-4ae0-ae1f-fb59ea0f2499,e6388275-0f1f-42bf-8ad6-4cdb1a9739ff,350.34,delivered,credit_card,"3296 Larry Square
Ericside, MO 16560",2024-11-07 05:14:43,2024-11-08 05:14:43
df83c9da-d5dc-495c-86eb-9496ec0435da,2d32df51-c399-4dad-916d-a21fca7e5ead,175.21,delivered,debit_card,"74841 Heidi Heights
Brandontown, SC 14310",2024-06-16 07:22:17,2024-06-24 07:22:17
0635dcb7-4ab6-4482-abbc-9e21a8a43c1f,90df5064-540a-42b4-9aa8-739935f1fa23,707.72,shipped,credit_card,"5473 Jason Manor
West Sheilaport, IA 62478",2024-10-19 20:55:22,2024-11-07 20:55:22
060479bb-24f0-40a4-8bd5-355d1cce2f61,13a4dad8-4989-4238-b48d-2dc184e03f10,177.22,pending,debit_card,"PSC 7804, Box 2820
APO AE 10023",2024-08-03 22:03:34,2024-08-25 22:03:34
91789ee7-b45f-490c-a7fd-dc670e48a3b7,614bbee2-f1a3-4518-acbe-7f0a23c75a81,55.09,delivered,credit_card,"885 Lisa Court
West Danielton, MA 65928",2024-06-06 00:56:48,2024-06-13 00:56:48
72498186-0d05-44ae-9292-77d3dad1ee35,768f0e34-e385-42fe-892b-567fa3069db4,365.59,pending,paypal,"USCGC Preston
FPO AP 61012",2024-09-28 14:31:13,2024-10-23 14:31:13
02eaf3cf-8393-4e30-90f5-685f17418f5c,82abc201-1ab6-47a5-89b4-78da9bea4c5d,206.41,delivered,debit_card,"USNV Gray
FPO AP 47218",2024-09-28 10:45:18,2024-10-17 10:45:18
5f23e198-2cf6-4653-be0e-ac8aeb1f92db,af5decb3-c12c-40ab-a67c-a0608754ebcd,454.11,shipped,paypal,"57134 Holly Lodge Apt. 630
East Heatherfort, KS 39534",2025-04-01 07:43:26,2025-04-29 07:43:26
ed8c92d0-5ace-4836-9642-1709a9326aad,a1836202-3083-4861-9b6b-6b7f001299f4,292.66,delivered,debit_card,"0332 Rebecca Viaduct
Jamieland, WA 98952",2024-07-13 09:32:20,2024-07-17 09:32:20
edf81f3b-ab23-45d3-9f9d-9c405cbfc7e8,19623035-317c-4edc-9b87-e8f65b4c1067,144.42,shipped,debit_card,"145 Reyes Lake
North Paulburgh, WA 64473",2025-04-14 23:09:43,2025-04-18 23:09:43
ce74713c-6738-4ba6-8199-fa687dc373a2,ee942348-0add-4d35-bf52-79a182c98b4e,956.36,pending,debit_card,"808 Middleton Loop
South Josephfurt, AR 13548",2025-05-09 23:20:34,2025-05-23 23:20:34
ad00f28e-1c27-469b-95a6-8c1e491a085a,5d1e4c6a-c161-46e5-8d9d-8d69e605cd93,48.03,pending,debit_card,"306 Castillo Groves
Greenville, MS 40884",2024-06-17 20:35:37,2024-06-25 20:35:37
153b5080-8d92-4138-ab26-d7514ce06146,b14cf256-81bc-46e2-b61b-e7a321cdae32,890.71,shipped,credit_card,"94644 Kim Club Suite 215
South Johnborough, UT 92735",2025-03-28 05:47:38,2025-04-16 05:47:38
012422b4-6153-4eb0-8dfb-17bfb2a71b34,c7154a48-9827-47f9-bcd5-db4739e54242,562.75,shipped,cash_on_delivery,"4002 Baker Common
Lake Tammymouth, DE 84989",2025-01-18 14:27:27,2025-01-24 14:27:27
7b898608-62d4-42fc-ad21-f69fcf395973,c79e0327-e956-4652-8951-d224010b7512,662.11,shipped,paypal,"05271 Jeffrey Well Suite 436
Kylefurt, NV 30596",2024-08-01 21:16:53,2024-08-02 21:16:53
3058862d-2e96-45ac-aac5-c4ba9d1d3071,c416655d-e02c-484c-b3c2-4a54b7d216ea,737.63,pending,credit_card,"5974 Mayo Vista Suite 749
Port Jerry, WA 66388",2024-07-23 19:26:22,2024-08-14 19:26:22
89e69e1b-3dd0-4f54-9d56-6d65b151eca8,1a3cf81c-a264-4beb-92e0-dd02233ffa1f,416.52,shipped,paypal,"25861 Steven Pines Apt. 774
South Gabriel, IN 26753",2025-01-22 20:53:06,2025-02-08 20:53:06
372bb2bb-c6d8-45f9-b81e-c97632a2450f,bfbed6d0-6f75-4644-8f2e-d1dfc1789432,81.81,delivered,credit_card,"34383 Garza Pine
Port Markville, TN 63007",2024-12-22 20:07:14,2025-01-05 20:07:14
e2dd025d-cb13-43a6-ae20-086e23e2378b,dddbfae4-9af2-49ab-b351-354d46eb62ae,61.99,pending,cash_on_delivery,"944 Gilbert Isle
Smithmouth, NH 77193",2024-07-25 01:49:44,2024-08-11 01:49:44
abcc241d-630c-4fe6-92d0-7f62c5ea034c,30b56096-bf26-4d9d-ac7c-bddc8f533426,603.78,shipped,cash_on_delivery,"732 Roth Gateway
West James, FL 97787",2024-11-19 21:57:21,2024-12-02 21:57:21
a70baf07-1cdf-4c34-8efe-97c6ddda2885,2d95377e-b614-4d8b-b7f9-a5e9165a4747,697.09,delivered,cash_on_delivery,"09531 Bailey Throughway Apt. 169
New Danielberg, MD 81860",2025-01-10 16:52:20,2025-01-20 16:52:20
d13e1f80-7ed4-403b-9e98-c8f801efc247,88ef985b-2a4d-4544-8a2b-a726888860ce,279.77,delivered,debit_card,"56989 Manning Forges Suite 402
Figueroaborough, FM 01282",2024-08-29 15:54:58,2024-09-22 15:54:58
eee7f549-07a6-4f23-87b3-f34f3230329a,dccaacc2-c82f-44b2-ae0c-a6a8e050edc7,778.8,delivered,debit_card,"7663 Tiffany Squares Apt. 629
North Jennifer, MS 34118",2024-12-02 03:53:38,2024-12-13 03:53:38
